metric,collapse_mean,noncollapse_mean,delta
baseline_locked_fraction,0.5288888888888889,0.759090909090909,-0.23020202020202019
baseline_duration,34.833333333333336,53.04545454545455,-18.21212121212121
locked_segments,2.1666666666666665,1.3181818181818181,0.8484848484848484
target_frequency,0.8244444444444444,0.9287878787878788,-0.1043434343434344
trigger_delay,106.66666666666667,130.9090909090909,-24.242424242424235
quality_score,0.17991440510745857,0.8564209872021541,-0.6765065820946955
drop_rate,0.5879997079448803,0.08592780669235078,0.5020719012525295
horizon_margin,3.4499999999999997,2.113888888888889,1.3361111111111108
