subset_size,subset_id,variables,normal_mass,f13_mass,delta_mass,retention_ratio
5,81,"xmeas_33,xmeas_36,xmeas_41,xmeas_5,xmeas_6",0.14023218701506315,0.14013299469250512,-9.919232255803379e-05,0.9992926558117742
5,82,"xmeas_17,xmeas_25,xmeas_28,xmeas_32,xmeas_37",0.155274518652193,0.1550182110249986,-0.00025630762719439093,0.9983493252514699
5,83,"xmeas_27,xmeas_28,xmeas_31,xmeas_32,xmeas_35",0.18288062284351925,0.2000635912157272,0.017182968372207952,1.0939572929906014
5,84,"xmeas_12,xmeas_38,xmeas_39,xmeas_41,xmeas_7",0.20038758577858623,0.18199207044089974,-0.01839551533768649,0.9082003241017522
5,85,"xmeas_15,xmeas_28,xmeas_30,xmeas_5,xmeas_8",0.14295665533598356,0.14629759813863696,0.0033409428026534016,1.0233703194332877
5,86,"xmeas_16,xmeas_19,xmeas_24,xmeas_29,xmeas_6",0.13926101334263397,0.31861057830614126,0.1793495649635073,2.2878662910017313
5,87,"xmeas_12,xmeas_17,xmeas_32,xmeas_37,xmeas_5",0.1351542678043017,0.13579873432346468,0.0006444665191629728,1.0047683763831956
5,88,"xmeas_19,xmeas_2,xmeas_23,xmeas_29,xmeas_5",0.14702065592077035,0.16314094178915747,0.016120285868387124,1.1096464007486793
5,89,"xmeas_12,xmeas_17,xmeas_27,xmeas_32,xmeas_40",0.1422357361746297,0.14173533021418483,-0.0005004059604448718,0.9964818541841082
5,90,"xmeas_12,xmeas_20,xmeas_30,xmeas_33,xmeas_36",0.15427211903470578,0.1819360449369538,0.027663925902248032,1.179319023796469
5,91,"xmeas_12,xmeas_2,xmeas_27,xmeas_32,xmeas_34",0.1611420424700931,0.15933305529335062,-0.001808987176742466,0.9887739583792627
5,92,"xmeas_1,xmeas_26,xmeas_27,xmeas_37,xmeas_6",0.1554294920876775,0.16670295698756238,0.011273464899884872,1.072531053413418
5,93,"xmeas_10,xmeas_19,xmeas_2,xmeas_32,xmeas_40",0.1432116887783615,0.14137610164653108,-0.0018355871318304073,0.987182699637112
5,94,"xmeas_1,xmeas_12,xmeas_27,xmeas_36,xmeas_8",0.15730896374719902,0.16970118112293245,0.012392217375733428,1.07877629457766
5,95,"xmeas_2,xmeas_25,xmeas_32,xmeas_41,xmeas_6",0.14488618139367035,0.14443138291889057,-0.0004547984747797773,0.9968609941259329
