fault_number,W,S,typical_mass,max_stationary_occupancy,stationary_entropy_norm,typical_edge_count,typical_edge_entropy,self_loop_mass,cycle_mass,dominant_pair,taxonomy_class
17,80,5,0.8,0.4730475549485903,0.48886230787179885,2,0.998431342392513,0.8645568031120204,0.13544319688797957,XMEAS7-XMEAS11,metastable_basin
18,80,5,0.8,0.7593759535515565,0.32957181935912905,2,0.7028939161359008,0.9435756391879061,0.0564243608120939,XMEAS7-XMEAS11,single_edge_attractor
0,80,5,0.9,0.22277361206360335,0.9307451654763267,52,0.7798952340560271,0.6688441260607193,0.3311558739392807,XMEAS8-XMEAS9,diffuse_wandering
4,80,5,0.9,0.19141551906221763,0.9450954398880658,52,0.7876577746164909,0.6735433648810892,0.32645663511891077,XMEAS8-XMEAS9,diffuse_wandering
6,80,5,0.9,0.9790873458557049,0.06105259486153694,1,0.0,0.9874440200655478,0.012555979934452233,XMEAS7-XMEAS11,single_edge_attractor
8,80,5,0.9,0.9808358240419958,0.057218014469418016,1,0.0,0.9865344849143018,0.013465515085698154,XMEAS7-XMEAS11,single_edge_attractor
12,80,5,0.9,0.5402115319939896,0.5421380505069001,9,0.558974926458187,0.8762659265078325,0.12373407349216747,XMEAS9-XMEAS11,partial_locking
13,80,5,0.9,0.9203989707676524,0.1891440563838918,1,0.0,0.9577706815820666,0.042229318417933426,XMEAS7-XMEAS11,single_edge_attractor
14,80,5,0.9,0.9909278582845047,0.027105232511742437,1,0.0,0.9925505287660267,0.007449471233973326,XMEAS7-XMEAS11,single_edge_attractor
15,80,5,0.9,0.22297026573676454,0.9319611442533479,52,0.7829201022263591,0.6643931824042029,0.33560681759579714,XMEAS8-XMEAS9,diffuse_wandering
16,80,5,0.9,0.22119589359630562,0.94397657470076,53,0.7814171998726246,0.6732278078909526,0.3267721921090474,XMEAS8-XMEAS9,diffuse_wandering
17,80,5,0.9,0.4730475549485903,0.48886230787179885,6,0.611543417085907,0.8645568031120204,0.13544319688797957,XMEAS7-XMEAS11,partial_locking
18,80,5,0.9,0.7593759535515565,0.32957181935912905,2,0.7028939161359008,0.9435756391879061,0.0564243608120939,XMEAS7-XMEAS11,single_edge_attractor
0,80,10,0.75,0.22266986596665136,0.9304046731613795,30,0.8550904731379191,0.5448116686651463,0.4551883313348537,XMEAS8-XMEAS9,diffuse_wandering
4,80,10,0.75,0.19455494461457778,0.9434762203119867,33,0.8559163990975535,0.5457366744921266,0.4542633255078734,XMEAS8-XMEAS9,diffuse_wandering
6,80,10,0.75,0.9806697028621008,0.057055559768705334,1,0.0,0.9825259323879217,0.01747406761207826,XMEAS7-XMEAS11,single_edge_attractor
8,80,10,0.75,0.9833519745136156,0.050749736891868846,1,0.0,0.9824086232364844,0.01759137676351563,XMEAS7-XMEAS11,single_edge_attractor
12,80,10,0.75,0.5388349870294078,0.5356709131099262,3,0.7074070615008232,0.8260822702457,0.17391772975429998,XMEAS9-XMEAS11,metastable_basin
13,80,10,0.75,0.9252030711771541,0.17935838749067187,1,0.0,0.939854420529463,0.060145579470537,XMEAS7-XMEAS11,single_edge_attractor
14,80,10,0.75,0.9912205215474315,0.026372863416946602,1,0.0,0.9903719491335398,0.009628050866460236,XMEAS7-XMEAS11,single_edge_attractor
15,80,10,0.75,0.22411444841731193,0.9310693832742754,31,0.8542714114022236,0.5411761902022107,0.45882380979778925,XMEAS8-XMEAS9,diffuse_wandering
16,80,10,0.75,0.2213414312925689,0.9437048864572365,31,0.8554557749119235,0.5488500450696536,0.4511499549303464,XMEAS8-XMEAS9,diffuse_wandering
17,80,10,0.75,0.48186008728999163,0.47932589139022763,2,0.9971031033832485,0.7944217245524025,0.20557827544759755,XMEAS7-XMEAS11,metastable_basin
18,80,10,0.75,0.7697737145194686,0.3116331350070356,2,0.6732334729158923,0.9136599341581109,0.08634006584188914,XMEAS7-XMEAS11,single_edge_attractor
0,80,10,0.8,0.22266986596665136,0.9304046731613795,39,0.84829262717474,0.5448116686651463,0.4551883313348537,XMEAS8-XMEAS9,diffuse_wandering
4,80,10,0.8,0.19455494461457778,0.9434762203119867,41,0.8534015551042109,0.5457366744921266,0.4542633255078734,XMEAS8-XMEAS9,diffuse_wandering
6,80,10,0.8,0.9806697028621008,0.057055559768705334,1,0.0,0.9825259323879217,0.01747406761207826,XMEAS7-XMEAS11,single_edge_attractor
8,80,10,0.8,0.9833519745136156,0.050749736891868846,1,0.0,0.9824086232364844,0.01759137676351563,XMEAS7-XMEAS11,single_edge_attractor
12,80,10,0.8,0.5388349870294078,0.5356709131099262,5,0.6108184718509722,0.8260822702457,0.17391772975429998,XMEAS9-XMEAS11,metastable_basin
13,80,10,0.8,0.9252030711771541,0.17935838749067187,1,0.0,0.939854420529463,0.060145579470537,XMEAS7-XMEAS11,single_edge_attractor
14,80,10,0.8,0.9912205215474315,0.026372863416946602,1,0.0,0.9903719491335398,0.009628050866460236,XMEAS7-XMEAS11,single_edge_attractor
15,80,10,0.8,0.22411444841731193,0.9310693832742754,39,0.8504507159960902,0.5411761902022107,0.45882380979778925,XMEAS8-XMEAS9,diffuse_wandering
16,80,10,0.8,0.2213414312925689,0.9437048864572365,40,0.8497226876946213,0.5488500450696536,0.4511499549303464,XMEAS8-XMEAS9,diffuse_wandering
17,80,10,0.8,0.48186008728999163,0.47932589139022763,3,0.8240807723806381,0.7944217245524025,0.20557827544759755,XMEAS7-XMEAS11,metastable_basin
18,80,10,0.8,0.7697737145194686,0.3116331350070356,2,0.6732334729158923,0.9136599341581109,0.08634006584188914,XMEAS7-XMEAS11,single_edge_attractor
0,80,10,0.9,0.22266986596665136,0.9304046731613795,59,0.8438890421452007,0.5448116686651463,0.4551883313348537,XMEAS8-XMEAS9,diffuse_wandering
4,80,10,0.9,0.19455494461457778,0.9434762203119867,59,0.8530233046269239,0.5457366744921266,0.4542633255078734,XMEAS8-XMEAS9,diffuse_wandering
6,80,10,0.9,0.9806697028621008,0.057055559768705334,1,0.0,0.9825259323879217,0.01747406761207826,XMEAS7-XMEAS11,single_edge_attractor
8,80,10,0.9,0.9833519745136156,0.050749736891868846,1,0.0,0.9824086232364844,0.01759137676351563,XMEAS7-XMEAS11,single_edge_attractor
12,80,10,0.9,0.5388349870294078,0.5356709131099262,12,0.5570351088152153,0.8260822702457,0.17391772975429998,XMEAS9-XMEAS11,partial_locking
13,80,10,0.9,0.9252030711771541,0.17935838749067187,1,0.0,0.939854420529463,0.060145579470537,XMEAS7-XMEAS11,single_edge_attractor
14,80,10,0.9,0.9912205215474315,0.026372863416946602,1,0.0,0.9903719491335398,0.009628050866460236,XMEAS7-XMEAS11,single_edge_attractor
15,80,10,0.9,0.22411444841731193,0.9310693832742754,58,0.8472246938371618,0.5411761902022107,0.45882380979778925,XMEAS8-XMEAS9,diffuse_wandering
16,80,10,0.9,0.2213414312925689,0.9437048864572365,60,0.84554608249265,0.5488500450696536,0.4511499549303464,XMEAS8-XMEAS9,diffuse_wandering
17,80,10,0.9,0.48186008728999163,0.47932589139022763,8,0.5935977456045756,0.7944217245524025,0.20557827544759755,XMEAS7-XMEAS11,partial_locking
18,80,10,0.9,0.7697737145194686,0.3116331350070356,3,0.5318479372838408,0.9136599341581109,0.08634006584188914,XMEAS7-XMEAS11,metastable_basin
0,80,20,0.75,0.22442649600831754,0.9304471439611933,39,0.9107077997280102,0.40254860987934726,0.5974513901206527,XMEAS8-XMEAS9,diffuse_wandering
4,80,20,0.75,0.19262606376409902,0.9463340363852428,42,0.9211827225968541,0.3920676786170207,0.6079323213829793,XMEAS8-XMEAS9,diffuse_wandering
6,80,20,0.75,0.9830113366933185,0.05096832465259699,1,0.0,0.9768399728233846,0.02316002717661536,XMEAS7-XMEAS11,single_edge_attractor
8,80,20,0.75,0.9841116408919501,0.04901438615027063,1,0.0,0.9765753324446088,0.023424667555391188,XMEAS7-XMEAS11,single_edge_attractor
12,80,20,0.75,0.5336954790320626,0.530703695297874,4,0.7044652088483069,0.7569165936287224,0.24308340637127757,XMEAS9-XMEAS11,metastable_basin
13,80,20,0.75,0.9279459826523722,0.1734942652829896,1,0.0,0.9178413643436857,0.08215863565631432,XMEAS7-XMEAS11,single_edge_attractor
14,80,20,0.75,0.9918876605583279,0.024329362469291505,1,0.0,0.9878987201698815,0.01210127983011855,XMEAS7-XMEAS11,single_edge_attractor
15,80,20,0.75,0.22454560868035378,0.9304931463689363,39,0.9143230843442663,0.3903375222038928,0.6096624777961073,XMEAS8-XMEAS9,diffuse_wandering
16,80,20,0.75,0.2242881196433629,0.9442397946002834,41,0.9094048277738894,0.405328583018626,0.594671416981374,XMEAS8-XMEAS9,diffuse_wandering
17,80,20,0.75,0.49873641738770175,0.46632654492979414,3,0.8861747999992419,0.7030623376422039,0.29693766235779606,XMEAS7-XMEAS11,metastable_basin
18,80,20,0.75,0.7904356036182308,0.28456556458457694,2,0.6149511745126187,0.8866393420519127,0.11336065794808725,XMEAS7-XMEAS11,metastable_basin
0,80,20,0.8,0.22442649600831754,0.9304471439611933,45,0.9104229148594446,0.40254860987934726,0.5974513901206527,XMEAS8-XMEAS9,diffuse_wandering
4,80,20,0.8,0.19262606376409902,0.9463340363852428,48,0.9220618145761373,0.3920676786170207,0.6079323213829793,XMEAS8-XMEAS9,diffuse_wandering
6,80,20,0.8,0.9830113366933185,0.05096832465259699,1,0.0,0.9768399728233846,0.02316002717661536,XMEAS7-XMEAS11,single_edge_attractor
8,80,20,0.8,0.9841116408919501,0.04901438615027063,1,0.0,0.9765753324446088,0.023424667555391188,XMEAS7-XMEAS11,single_edge_attractor
12,80,20,0.8,0.5336954790320626,0.530703695297874,6,0.6301652429756046,0.7569165936287224,0.24308340637127757,XMEAS9-XMEAS11,partial_locking
13,80,20,0.8,0.9279459826523722,0.1734942652829896,1,0.0,0.9178413643436857,0.08215863565631432,XMEAS7-XMEAS11,single_edge_attractor
14,80,20,0.8,0.9918876605583279,0.024329362469291505,1,0.0,0.9878987201698815,0.01210127983011855,XMEAS7-XMEAS11,single_edge_attractor
15,80,20,0.8,0.22454560868035378,0.9304931463689363,46,0.9138863540834183,0.3903375222038928,0.6096624777961073,XMEAS8-XMEAS9,diffuse_wandering
16,80,20,0.8,0.2242881196433629,0.9442397946002834,48,0.9091759060001219,0.405328583018626,0.594671416981374,XMEAS8-XMEAS9,diffuse_wandering
17,80,20,0.8,0.49873641738770175,0.46632654492979414,4,0.8703635872975957,0.7030623376422039,0.29693766235779606,XMEAS7-XMEAS11,metastable_basin
18,80,20,0.8,0.7904356036182308,0.28456556458457694,2,0.6149511745126187,0.8866393420519127,0.11336065794808725,XMEAS7-XMEAS11,metastable_basin
0,80,20,0.9,0.22442649600831754,0.9304471439611933,62,0.9079806048036292,0.40254860987934726,0.5974513901206527,XMEAS8-XMEAS9,diffuse_wandering
4,80,20,0.9,0.19262606376409902,0.9463340363852428,64,0.9217808139598315,0.3920676786170207,0.6079323213829793,XMEAS8-XMEAS9,diffuse_wandering
6,80,20,0.9,0.9830113366933185,0.05096832465259699,1,0.0,0.9768399728233846,0.02316002717661536,XMEAS7-XMEAS11,single_edge_attractor
8,80,20,0.9,0.9841116408919501,0.04901438615027063,1,0.0,0.9765753324446088,0.023424667555391188,XMEAS7-XMEAS11,single_edge_attractor
12,80,20,0.9,0.5336954790320626,0.530703695297874,14,0.5914057782476907,0.7569165936287224,0.24308340637127757,XMEAS9-XMEAS11,partial_locking
13,80,20,0.9,0.9279459826523722,0.1734942652829896,2,0.07534395399496494,0.9178413643436857,0.08215863565631432,XMEAS7-XMEAS11,single_edge_attractor
